city_name,city_lat,city_lon,country_code,year,temp_avg,months_represented,seasons_represented,tmax_c,tmin_c,temp_range,distance_km,valid_temp_weeks,lat_band_simple
Rikitea,-23.123,-134.969,PF,2006,23.964,12,4,26.588,21.34,5.248,1.099,52,Low Southern (0-45°S)
Rikitea,-23.123,-134.969,PF,2007,23.722,12,4,26.163,21.28,4.883,1.099,52,Low Southern (0-45°S)
Rikitea,-23.123,-134.969,PF,2008,23.498,12,4,26.045,20.952,5.092,1.099,51,Low Southern (0-45°S)
Rikitea,-23.123,-134.969,PF,2009,23.708,12,4,26.207,21.21,4.997,1.099,53,Low Southern (0-45°S)
Rikitea,-23.123,-134.969,PF,2010,23.629,12,4,26.08,21.178,4.902,1.099,52,Low Southern (0-45°S)
Rikitea,-23.123,-134.969,PF,2011,23.726,12,4,26.417,21.035,5.382,1.099,52,Low Southern (0-45°S)
Rikitea,-23.123,-134.969,PF,2012,23.437,12,4,25.954,20.92,5.034,1.099,52,Low Southern (0-45°S)
Rikitea,-23.123,-134.969,PF,2013,23.251,12,4,25.699,20.803,4.896,1.099,52,Low Southern (0-45°S)
Rikitea,-23.123,-134.969,PF,2014,23.484,12,4,26.025,20.943,5.082,1.099,52,Low Southern (0-45°S)
Rikitea,-23.123,-134.969,PF,2015,23.49,12,4,26.046,20.935,5.111,1.099,53,Low Southern (0-45°S)
Rikitea,-23.123,-134.969,PF,2016,23.623,12,4,26.106,21.14,4.966,1.099,52,Low Southern (0-45°S)
Rikitea,-23.123,-134.969,PF,2017,24.049,12,4,26.592,21.506,5.085,1.099,52,Low Southern (0-45°S)
Rikitea,-23.123,-134.969,PF,2018,23.877,12,4,26.611,21.142,5.469,1.099,52,Low Southern (0-45°S)
Rikitea,-23.123,-134.969,PF,2019,23.082,12,4,25.572,20.592,4.98,1.099,52,Low Southern (0-45°S)
Rikitea,-23.123,-134.969,PF,2020,23.698,12,4,26.283,21.14,5.116,1.099,52,Low Southern (0-45°S)
Rikitea,-23.123,-134.969,PF,2021,24.177,12,4,26.903,21.358,5.513,1.099,50,Low Southern (0-45°S)
Rikitea,-23.123,-134.969,PF,2022,23.346,12,4,26.276,20.417,5.859,1.099,52,Low Southern (0-45°S)
Rikitea,-23.123,-134.969,PF,2023,23.678,12,4,26.312,21.043,5.269,1.099,52,Low Southern (0-45°S)
Rikitea,-23.123,-134.969,PF,2024,23.546,12,4,26.038,21.055,4.983,1.099,52,Low Southern (0-45°S)
Rockhampton,-23.38,150.506,AU,2000,22.138,12,4,27.871,16.405,11.466,2.958,52,Low Southern (0-45°S)
Rockhampton,-23.38,150.506,AU,2001,23.198,12,4,29.335,17.061,12.274,2.958,52,Low Southern (0-45°S)
Rockhampton,-23.38,150.506,AU,2002,23.454,12,4,29.729,17.179,12.55,2.958,52,Low Southern (0-45°S)
Rockhampton,-23.38,150.506,AU,2003,23.272,12,4,28.995,17.549,11.446,2.958,52,Low Southern (0-45°S)
Rockhampton,-23.38,150.506,AU,2004,23.474,12,4,29.787,17.161,12.626,2.958,53,Low Southern (0-45°S)
Rockhampton,-23.38,150.506,AU,2005,23.58,12,4,29.49,17.669,11.82,2.958,52,Low Southern (0-45°S)
Rockhampton,-23.38,150.506,AU,2006,22.979,12,4,28.727,17.231,11.496,2.958,52,Low Southern (0-45°S)
Rockhampton,-23.38,150.506,AU,2007,22.821,12,4,28.441,17.2,11.241,2.958,52,Low Southern (0-45°S)
Rockhampton,-23.38,150.506,AU,2008,22.437,12,4,28.117,16.757,11.36,2.958,52,Low Southern (0-45°S)
Rockhampton,-23.38,150.506,AU,2009,23.655,12,4,29.998,17.313,12.684,2.958,53,Low Southern (0-45°S)
Rockhampton,-23.38,150.506,AU,2010,22.864,12,4,27.667,18.061,9.606,2.958,52,Low Southern (0-45°S)
Rockhampton,-23.38,150.506,AU,2011,22.333,12,4,27.903,16.763,11.14,2.958,52,Low Southern (0-45°S)
Rockhampton,-23.38,150.506,AU,2012,22.486,12,4,28.28,16.693,11.587,2.958,52,Low Southern (0-45°S)
Rockhampton,-23.38,150.506,AU,2013,23.343,12,4,28.967,17.72,11.248,2.958,52,Low Southern (0-45°S)
Rockhampton,-23.38,150.506,AU,2014,23.066,12,4,28.831,17.3,11.532,2.958,52,Low Southern (0-45°S)
Rockhampton,-23.38,150.506,AU,2015,23.573,12,4,29.487,17.659,11.828,2.958,53,Low Southern (0-45°S)
Rockhampton,-23.38,150.506,AU,2016,23.93,12,4,29.545,18.314,11.232,2.958,52,Low Southern (0-45°S)
Rockhampton,-23.38,150.506,AU,2017,23.904,12,4,29.663,18.146,11.517,2.958,52,Low Southern (0-45°S)
Rockhampton,-23.38,150.506,AU,2018,23.791,12,4,29.957,17.625,12.333,2.958,52,Low Southern (0-45°S)
Rockhampton,-23.38,150.506,AU,2019,23.838,12,4,30.091,17.586,12.505,2.958,52,Low Southern (0-45°S)
Rockhampton,-23.38,150.506,AU,2020,23.834,12,4,29.559,18.109,11.45,2.958,53,Low Southern (0-45°S)
Rockhampton,-23.38,150.506,AU,2021,23.437,12,4,29.222,17.653,11.569,2.958,52,Low Southern (0-45°S)
Rockhampton,-23.38,150.506,AU,2022,23.122,12,4,28.58,17.664,10.916,2.958,52,Low Southern (0-45°S)
Rockhampton,-23.38,150.506,AU,2023,23.568,12,4,29.638,17.498,12.14,2.958,52,Low Southern (0-45°S)
Rockhampton,-23.38,150.506,AU,2024,23.709,12,4,29.32,18.097,11.223,2.958,52,Low Southern (0-45°S)
Rovaniemi,66.5,25.717,FI,2000,3.056,12,4,6.773,-0.66,7.433,0.299,52,High Northern (>=45°N)
Rovaniemi,66.5,25.717,FI,2001,1.509,12,4,5.475,-2.456,7.931,0.299,52,High Northern (>=45°N)
Rovaniemi,66.5,25.717,FI,2002,1.141,12,4,5.402,-3.121,8.523,0.299,52,High Northern (>=45°N)
Rovaniemi,66.5,25.717,FI,2003,1.844,12,4,5.977,-2.289,8.266,0.299,52,High Northern (>=45°N)
Rovaniemi,66.5,25.717,FI,2004,2.206,12,4,6.224,-1.811,8.035,0.299,53,High Northern (>=45°N)
Rovaniemi,66.5,25.717,FI,2005,3.242,12,4,7.129,-0.645,7.774,0.299,52,High Northern (>=45°N)
Rovaniemi,66.5,25.717,FI,2006,2.523,12,4,6.757,-1.71,8.467,0.299,52,High Northern (>=45°N)
Rovaniemi,66.5,25.717,FI,2007,3.091,12,4,7.175,-0.993,8.168,0.299,47,High Northern (>=45°N)
Rovaniemi,66.5,25.717,FI,2008,2.653,12,4,6.444,-1.138,7.583,0.299,52,High Northern (>=45°N)
Rovaniemi,66.5,25.717,FI,2009,2.274,12,4,6.272,-1.725,7.997,0.299,53,High Northern (>=45°N)
Rovaniemi,66.5,25.717,FI,2010,0.696,11,4,4.699,-3.307,8.006,0.299,47,High Northern (>=45°N)
Rovaniemi,66.5,25.717,FI,2011,3.441,12,4,7.284,-0.402,7.686,0.299,52,High Northern (>=45°N)
Rovaniemi,66.5,25.717,FI,2012,1.436,12,4,5.251,-2.379,7.63,0.299,52,High Northern (>=45°N)
Rovaniemi,66.5,25.717,FI,2013,2.943,12,4,7.102,-1.216,8.318,0.299,52,High Northern (>=45°N)
Rovaniemi,66.5,25.717,FI,2014,3.562,12,4,7.29,-0.166,7.456,0.299,52,High Northern (>=45°N)
Rovaniemi,66.5,25.717,FI,2015,3.205,12,4,6.937,-0.526,7.463,0.299,53,High Northern (>=45°N)
Rovaniemi,66.5,25.717,FI,2016,3.007,12,4,6.766,-0.753,7.519,0.299,52,High Northern (>=45°N)
Rovaniemi,66.5,25.717,FI,2017,2.156,12,4,5.915,-1.602,7.518,0.299,52,High Northern (>=45°N)
Rovaniemi,66.5,25.717,FI,2018,3.142,12,4,7.477,-1.193,8.67,0.299,52,High Northern (>=45°N)
Rovaniemi,66.5,25.717,FI,2019,2.003,12,4,6.128,-2.122,8.25,0.299,52,High Northern (>=45°N)
Rovaniemi,66.5,25.717,FI,2020,3.771,12,4,7.657,-0.114,7.771,0.299,53,High Northern (>=45°N)
Rovaniemi,66.5,25.717,FI,2021,2.003,12,4,5.888,-1.882,7.77,0.299,52,High Northern (>=45°N)
Rovaniemi,66.5,25.717,FI,2022,3.192,12,4,7.105,-0.721,7.826,0.299,52,High Northern (>=45°N)
Rovaniemi,66.5,25.717,FI,2023,2.57,12,4,6.729,-1.59,8.319,0.299,52,High Northern (>=45°N)
Rovaniemi,66.5,25.717,FI,2024,3.234,12,4,7.185,-0.717,7.902,0.299,52,High Northern (>=45°N)
Río Gallegos,-51.625,-69.252,AR,2000,7.067,12,4,11.843,2.291,9.552,2.312,52,High Southern (<=-45°S)
Río Gallegos,-51.625,-69.252,AR,2001,7.423,12,4,12.673,2.172,10.501,2.312,52,High Southern (<=-45°S)
Río Gallegos,-51.625,-69.252,AR,2002,6.947,12,4,11.737,2.157,9.58,2.312,52,High Southern (<=-45°S)
Río Gallegos,-51.625,-69.252,AR,2003,7.74,12,4,12.996,2.485,10.511,2.312,52,High Southern (<=-45°S)
Río Gallegos,-51.625,-69.252,AR,2004,8.822,12,4,14.717,2.927,11.789,2.312,53,High Southern (<=-45°S)
Río Gallegos,-51.625,-69.252,AR,2005,7.928,12,4,14.103,1.827,12.35,2.312,51,High Southern (<=-45°S)
Río Gallegos,-51.625,-69.252,AR,2006,8.177,12,4,14.426,1.927,12.499,2.312,52,High Southern (<=-45°S)
Río Gallegos,-51.625,-69.252,AR,2007,8.019,12,4,13.921,2.116,11.805,2.312,52,High Southern (<=-45°S)
Río Gallegos,-51.625,-69.252,AR,2008,8.561,12,4,14.91,2.212,12.698,2.312,52,High Southern (<=-45°S)
Río Gallegos,-51.625,-69.252,AR,2009,7.997,12,4,14.043,1.951,12.092,2.312,53,High Southern (<=-45°S)
Río Gallegos,-51.625,-69.252,AR,2010,8.205,12,4,14.686,1.723,12.962,2.312,52,High Southern (<=-45°S)
Río Gallegos,-51.625,-69.252,AR,2011,8.322,12,4,14.243,2.401,11.842,2.312,52,High Southern (<=-45°S)
Río Gallegos,-51.625,-69.252,AR,2012,8.135,12,4,13.938,2.332,11.606,2.312,52,High Southern (<=-45°S)
Río Gallegos,-51.625,-69.252,AR,2013,8.942,12,4,15.117,2.767,12.35,2.312,52,High Southern (<=-45°S)
Río Gallegos,-51.625,-69.252,AR,2014,8.163,12,4,14.102,2.225,11.877,2.312,52,High Southern (<=-45°S)
Río Gallegos,-51.625,-69.252,AR,2015,8.608,12,4,14.431,2.785,11.646,2.312,53,High Southern (<=-45°S)
Río Gallegos,-51.625,-69.252,AR,2016,8.944,12,4,15.483,2.405,13.078,2.312,52,High Southern (<=-45°S)
Río Gallegos,-51.625,-69.252,AR,2017,8.358,12,4,14.257,2.458,11.799,2.312,52,High Southern (<=-45°S)
Río Gallegos,-51.625,-69.252,AR,2018,8.731,12,4,14.639,2.822,11.816,2.312,52,High Southern (<=-45°S)
Río Gallegos,-51.625,-69.252,AR,2019,8.45,12,4,14.263,2.638,11.626,2.312,52,High Southern (<=-45°S)
Río Gallegos,-51.625,-69.252,AR,2020,8.614,12,4,14.742,2.487,12.255,2.312,53,High Southern (<=-45°S)
Río Gallegos,-51.625,-69.252,AR,2021,9.493,12,4,16.202,2.783,13.42,2.312,52,High Southern (<=-45°S)
Río Gallegos,-51.625,-69.252,AR,2022,8.373,12,4,15.01,1.737,13.273,2.312,52,High Southern (<=-45°S)
Río Gallegos,-51.625,-69.252,AR,2023,8.209,12,4,14.253,2.165,12.088,2.312,52,High Southern (<=-45°S)
Río Gallegos,-51.625,-69.252,AR,2024,8.448,12,4,14.494,2.401,12.093,2.312,52,High Southern (<=-45°S)
Safed,32.965,35.496,IL,2000,16.567,12,4,20.941,12.192,8.749,0.437,52,Low Northern (0-45°N)
Safed,32.965,35.496,IL,2001,17.353,12,4,21.907,12.798,9.109,0.437,52,Low Northern (0-45°N)
Safed,32.965,35.496,IL,2002,16.961,12,4,21.351,12.572,8.779,0.437,52,Low Northern (0-45°N)
Safed,32.965,35.496,IL,2003,16.716,12,4,20.972,12.461,8.511,0.437,52,Low Northern (0-45°N)
Safed,32.965,35.496,IL,2004,16.679,12,4,21.185,12.172,9.013,0.437,53,Low Northern (0-45°N)
Safed,32.965,35.496,IL,2005,16.732,12,4,20.935,12.529,8.406,0.437,52,Low Northern (0-45°N)
Safed,32.965,35.496,IL,2006,16.654,12,4,20.883,12.425,8.459,0.437,52,Low Northern (0-45°N)
Safed,32.965,35.496,IL,2007,17.031,12,4,21.182,12.88,8.302,0.437,52,Low Northern (0-45°N)
Safed,32.965,35.496,IL,2008,17.462,12,4,21.843,13.081,8.762,0.437,52,Low Northern (0-45°N)
Safed,32.965,35.496,IL,2009,17.07,12,4,21.156,12.984,8.171,0.437,53,Low Northern (0-45°N)
Safed,32.965,35.496,IL,2010,19.039,12,4,23.473,14.605,8.869,0.437,52,Low Northern (0-45°N)
Safed,32.965,35.496,IL,2011,16.227,12,4,20.196,12.257,7.938,0.437,52,Low Northern (0-45°N)
Safed,32.965,35.496,IL,2012,17.29,12,4,21.285,13.295,7.99,0.437,52,Low Northern (0-45°N)
Safed,32.965,35.496,IL,2013,17.069,12,4,21.141,12.998,8.143,0.437,52,Low Northern (0-45°N)
Safed,32.965,35.496,IL,2014,17.503,12,4,21.948,13.058,8.89,0.437,52,Low Northern (0-45°N)
Safed,32.965,35.496,IL,2015,17.231,12,4,21.57,12.892,8.677,0.437,53,Low Northern (0-45°N)
Safed,32.965,35.496,IL,2016,17.818,12,4,22.36,13.276,9.084,0.437,52,Low Northern (0-45°N)
Safed,32.965,35.496,IL,2017,17.331,12,4,22.014,12.648,9.365,0.437,52,Low Northern (0-45°N)
Safed,32.965,35.496,IL,2018,17.434,12,4,21.671,13.196,8.475,0.437,52,Low Northern (0-45°N)
Safed,32.965,35.496,IL,2019,17.042,12,4,21.439,12.645,8.795,0.437,52,Low Northern (0-45°N)
Safed,32.965,35.496,IL,2020,17.235,12,4,21.436,13.033,8.403,0.437,53,Low Northern (0-45°N)
Safed,32.965,35.496,IL,2021,17.475,12,4,22.02,12.93,9.09,0.437,52,Low Northern (0-45°N)
Safed,32.965,35.496,IL,2022,16.833,12,4,21.204,12.463,8.741,0.437,52,Low Northern (0-45°N)
Safed,32.965,35.496,IL,2023,17.786,12,4,22.254,13.318,8.936,0.437,52,Low Northern (0-45°N)
Safed,32.965,35.496,IL,2024,17.752,12,4,21.965,13.539,8.426,0.437,50,Low Northern (0-45°N)
Salla,66.833,28.667,FI,2000,1.312,12,4,5.393,-2.768,8.161,0.501,52,High Northern (>=45°N)
Salla,66.833,28.667,FI,2001,-0.613,12,4,3.955,-5.181,9.137,0.501,52,High Northern (>=45°N)
Salla,66.833,28.667,FI,2002,-1.141,12,4,3.57,-5.852,9.422,0.501,52,High Northern (>=45°N)
Salla,66.833,28.667,FI,2003,0.092,12,4,4.604,-4.42,9.024,0.501,52,High Northern (>=45°N)
Salla,66.833,28.667,FI,2004,0.469,12,4,4.806,-3.869,8.675,0.501,53,High Northern (>=45°N)
Salla,66.833,28.667,FI,2005,1.434,12,4,5.818,-2.949,8.767,0.501,52,High Northern (>=45°N)
Salla,66.833,28.667,FI,2006,0.502,12,4,5.049,-4.046,9.094,0.501,52,High Northern (>=45°N)
Salla,66.833,28.667,FI,2007,0.957,12,4,5.315,-3.401,8.716,0.501,52,High Northern (>=45°N)
Salla,66.833,28.667,FI,2008,0.86,12,4,4.924,-3.205,8.129,0.501,52,High Northern (>=45°N)
Salla,66.833,28.667,FI,2009,0.237,12,4,4.727,-4.254,8.981,0.501,53,High Northern (>=45°N)
Salla,66.833,28.667,FI,2010,-0.673,12,4,3.691,-5.037,8.728,0.501,52,High Northern (>=45°N)
Salla,66.833,28.667,FI,2011,1.884,12,4,6.036,-2.268,8.305,0.501,52,High Northern (>=45°N)
Salla,66.833,28.667,FI,2012,-0.222,12,4,4.018,-4.461,8.478,0.501,52,High Northern (>=45°N)
Salla,66.833,28.667,FI,2013,1.183,12,4,5.893,-3.528,9.421,0.501,52,High Northern (>=45°N)
Salla,66.833,28.667,FI,2014,1.468,12,4,5.617,-2.681,8.298,0.501,52,High Northern (>=45°N)
Salla,66.833,28.667,FI,2015,1.444,12,4,5.433,-2.545,7.978,0.501,53,High Northern (>=45°N)
Salla,66.833,28.667,FI,2016,1.571,12,4,5.67,-2.528,8.198,0.501,52,High Northern (>=45°N)
Salla,66.833,28.667,FI,2017,0.458,12,4,4.441,-3.525,7.966,0.501,52,High Northern (>=45°N)
Salla,66.833,28.667,FI,2018,1.628,12,4,6.217,-2.961,9.178,0.501,52,High Northern (>=45°N)
Salla,66.833,28.667,FI,2019,-0.172,12,4,4.628,-4.971,9.599,0.501,52,High Northern (>=45°N)
Salla,66.833,28.667,FI,2020,1.814,12,4,6.246,-2.618,8.865,0.501,53,High Northern (>=45°N)
Salla,66.833,28.667,FI,2021,-0.197,12,4,4.386,-4.781,9.166,0.501,52,High Northern (>=45°N)
Salla,66.833,28.667,FI,2022,1.373,12,4,5.844,-3.098,8.941,0.501,52,High Northern (>=45°N)
Salla,66.833,28.667,FI,2023,0.401,12,4,5.481,-4.679,10.16,0.501,52,High Northern (>=45°N)
Salla,66.833,28.667,FI,2024,1.378,12,4,6.128,-3.372,9.5,0.501,52,High Northern (>=45°N)
Sambava,-14.267,50.167,MG,2001,25.101,12,4,29.028,21.173,7.855,1.639,52,Low Southern (0-45°S)
Sambava,-14.267,50.167,MG,2003,25.349,12,4,29.358,21.34,8.018,1.639,51,Low Southern (0-45°S)
Sambava,-14.267,50.167,MG,2004,25.139,12,4,29.178,21.099,8.079,1.639,53,Low Southern (0-45°S)
Sambava,-14.267,50.167,MG,2005,25.15,12,4,29.447,20.852,8.595,1.639,52,Low Southern (0-45°S)
Sambava,-14.267,50.167,MG,2006,25.096,12,4,29.24,20.953,8.286,1.639,52,Low Southern (0-45°S)
Sambava,-14.267,50.167,MG,2007,24.88,12,4,29.343,20.417,8.927,1.639,52,Low Southern (0-45°S)
Sambava,-14.267,50.167,MG,2010,25.095,12,4,29.874,20.315,9.559,1.639,52,Low Southern (0-45°S)
Sambava,-14.267,50.167,MG,2011,24.918,12,4,29.992,19.844,10.148,1.639,52,Low Southern (0-45°S)
Sambava,-14.267,50.167,MG,2012,24.574,12,4,29.774,19.374,10.399,1.639,52,Low Southern (0-45°S)
Sambava,-14.267,50.167,MG,2013,24.806,12,4,30.208,19.404,10.804,1.639,52,Low Southern (0-45°S)
Sambava,-14.267,50.167,MG,2014,25.062,12,4,30.185,19.938,10.246,1.639,52,Low Southern (0-45°S)
Sambava,-14.267,50.167,MG,2015,26.17,12,4,31.155,21.184,9.971,1.639,53,Low Southern (0-45°S)
Sambava,-14.267,50.167,MG,2016,25.268,12,4,29.89,20.673,9.19,1.639,47,Low Southern (0-45°S)
Sambava,-14.267,50.167,MG,2017,26.061,12,4,30.346,21.775,8.571,1.639,52,Low Southern (0-45°S)
Sambava,-14.267,50.167,MG,2018,25.877,12,4,30.124,21.63,8.494,1.639,52,Low Southern (0-45°S)
Sambava,-14.267,50.167,MG,2019,26.285,12,4,30.403,22.168,8.236,1.639,52,Low Southern (0-45°S)
Sambava,-14.267,50.167,MG,2021,25.822,12,4,30.044,21.601,8.443,1.639,52,Low Southern (0-45°S)
Sambava,-14.267,50.167,MG,2022,25.361,12,4,29.55,21.173,8.377,1.639,52,Low Southern (0-45°S)
Saskylakh,71.963,114.092,RU,2000,-13.882,12,4,-10.137,-17.628,7.491,0.835,52,High Northern (>=45°N)
Saskylakh,71.963,114.092,RU,2001,-13.012,12,4,-8.955,-17.069,8.115,0.835,52,High Northern (>=45°N)
Saskylakh,71.963,114.092,RU,2002,-14.536,12,4,-10.666,-18.405,7.74,0.835,52,High Northern (>=45°N)
Saskylakh,71.963,114.092,RU,2003,-12.825,12,4,-8.785,-16.865,8.081,0.835,52,High Northern (>=45°N)
Saskylakh,71.963,114.092,RU,2004,-16.689,12,4,-13.068,-20.31,7.242,0.835,53,High Northern (>=45°N)
Saskylakh,71.963,114.092,RU,2005,-12.18,12,4,-8.289,-16.071,7.782,0.835,52,High Northern (>=45°N)
Saskylakh,71.963,114.092,RU,2006,-13.283,12,4,-9.495,-17.07,7.576,0.835,52,High Northern (>=45°N)
Saskylakh,71.963,114.092,RU,2007,-12.444,12,4,-8.48,-16.408,7.928,0.835,52,High Northern (>=45°N)
Saskylakh,71.963,114.092,RU,2008,-12.377,12,4,-8.354,-16.401,8.047,0.835,52,High Northern (>=45°N)
Saskylakh,71.963,114.092,RU,2009,-12.692,12,4,-8.742,-16.642,7.9,0.835,53,High Northern (>=45°N)
Saskylakh,71.963,114.092,RU,2010,-11.715,12,4,-7.704,-15.726,8.021,0.835,52,High Northern (>=45°N)
Saskylakh,71.963,114.092,RU,2011,-10.425,12,4,-6.62,-14.229,7.609,0.835,52,High Northern (>=45°N)
Saskylakh,71.963,114.092,RU,2012,-11.677,12,4,-7.469,-15.886,8.417,0.835,52,High Northern (>=45°N)
Saskylakh,71.963,114.092,RU,2013,-12.892,12,4,-8.908,-16.876,7.968,0.835,52,High Northern (>=45°N)
Saskylakh,71.963,114.092,RU,2014,-12.471,12,4,-8.577,-16.796,8.651,0.835,51,High Northern (>=45°N)
Saskylakh,71.963,114.092,RU,2015,-13.736,12,4,-9.517,-17.955,8.439,0.835,53,High Northern (>=45°N)
Saskylakh,71.963,114.092,RU,2016,-12.524,12,4,-7.998,-17.049,9.051,0.835,52,High Northern (>=45°N)
Saskylakh,71.963,114.092,RU,2017,-13.302,12,4,-8.57,-18.035,9.465,0.835,52,High Northern (>=45°N)
Saskylakh,71.963,114.092,RU,2018,-11.537,12,4,-7.623,-16.325,9.577,0.835,50,High Northern (>=45°N)
Saskylakh,71.963,114.092,RU,2019,-11.451,12,4,-6.958,-15.944,8.986,0.835,52,High Northern (>=45°N)
Saskylakh,71.963,114.092,RU,2021,-12.699,12,4,-8.339,-17.483,8.721,0.835,51,High Northern (>=45°N)
Saskylakh,71.963,114.092,RU,2022,-11.702,12,4,-7.014,-16.39,9.377,0.835,52,High Northern (>=45°N)
Saskylakh,71.963,114.092,RU,2023,-11.617,12,4,-7.28,-16.473,9.712,0.835,51,High Northern (>=45°N)
Saskylakh,71.963,114.092,RU,2024,-11.564,12,4,-6.969,-16.159,9.19,0.835,52,High Northern (>=45°N)
Seymchan,62.934,152.391,RU,2000,-8.517,12,4,-3.181,-13.854,10.673,2.295,52,High Northern (>=45°N)
Seymchan,62.934,152.391,RU,2001,-9.794,12,4,-4.499,-15.089,10.59,2.295,52,High Northern (>=45°N)
Seymchan,62.934,152.391,RU,2002,-9.13,12,4,-3.667,-14.592,10.925,2.295,52,High Northern (>=45°N)
Seymchan,62.934,152.391,RU,2003,-8.749,12,4,-2.719,-14.778,12.059,2.295,52,High Northern (>=45°N)
Seymchan,62.934,152.391,RU,2004,-11.851,12,4,-6.518,-17.184,10.667,2.295,53,High Northern (>=45°N)
Seymchan,62.934,152.391,RU,2005,-9.232,12,4,-3.118,-15.345,12.227,2.295,52,High Northern (>=45°N)
Seymchan,62.934,152.391,RU,2006,-9.163,12,4,-3.288,-15.039,11.752,2.295,52,High Northern (>=45°N)
Seymchan,62.934,152.391,RU,2007,-7.976,12,4,-2.102,-13.849,11.747,2.295,52,High Northern (>=45°N)
Seymchan,62.934,152.391,RU,2008,-9.214,12,4,-2.71,-15.719,13.009,2.295,52,High Northern (>=45°N)
Seymchan,62.934,152.391,RU,2009,-10.043,12,4,-3.934,-16.152,12.218,2.295,53,High Northern (>=45°N)
Seymchan,62.934,152.391,RU,2010,-8.775,12,4,-2.805,-14.745,11.939,2.295,52,High Northern (>=45°N)
Seymchan,62.934,152.391,RU,2011,-9.5,12,4,-3.861,-15.14,11.279,2.295,52,High Northern (>=45°N)
Seymchan,62.934,152.391,RU,2012,-8.711,12,4,-2.75,-14.672,11.921,2.295,52,High Northern (>=45°N)
Seymchan,62.934,152.391,RU,2013,-9.994,12,4,-3.924,-16.065,12.14,2.295,52,High Northern (>=45°N)
Seymchan,62.934,152.391,RU,2015,-9.612,12,4,-3.243,-16.532,12.737,2.295,52,High Northern (>=45°N)
Seymchan,62.934,152.391,RU,2016,-7.629,12,4,-1.857,-13.4,11.542,2.295,52,High Northern (>=45°N)
Seymchan,62.934,152.391,RU,2017,-9.409,12,4,-2.749,-16.068,13.319,2.295,52,High Northern (>=45°N)
Seymchan,62.934,152.391,RU,2018,-9.18,12,4,-3.431,-14.929,11.497,2.295,52,High Northern (>=45°N)
Seymchan,62.934,152.391,RU,2019,-8.238,12,4,-2.132,-14.343,12.211,2.295,52,High Northern (>=45°N)
Seymchan,62.934,152.391,RU,2020,-9.541,12,4,-2.772,-16.31,13.539,2.295,53,High Northern (>=45°N)
Seymchan,62.934,152.391,RU,2021,-10.188,12,4,-3.571,-16.806,13.234,2.295,52,High Northern (>=45°N)
Seymchan,62.934,152.391,RU,2022,-10.519,12,4,-4.366,-16.672,12.306,2.295,52,High Northern (>=45°N)
Seymchan,62.934,152.391,RU,2023,-9.691,12,4,-3.207,-16.174,12.968,2.295,52,High Northern (>=45°N)
Seymchan,62.934,152.391,RU,2024,-9.147,12,4,-2.656,-15.637,12.98,2.295,52,High Northern (>=45°N)
Srednekolymsk,67.456,153.704,RU,2000,-10.164,12,4,-5.656,-14.673,9.016,0.945,52,High Northern (>=45°N)
Srednekolymsk,67.456,153.704,RU,2001,-10.837,12,4,-6.543,-15.13,8.587,0.945,52,High Northern (>=45°N)
Srednekolymsk,67.456,153.704,RU,2002,-10.262,12,4,-6.145,-14.38,8.234,0.945,52,High Northern (>=45°N)
Srednekolymsk,67.456,153.704,RU,2003,-12.138,12,4,-7.592,-14.888,9.093,0.945,49,High Northern (>=45°N)
Srednekolymsk,67.456,153.704,RU,2005,-9.79,12,4,-5.57,-14.011,8.441,0.945,52,High Northern (>=45°N)
Srednekolymsk,67.456,153.704,RU,2006,-10.68,12,4,-6.268,-15.093,8.824,0.945,52,High Northern (>=45°N)
Srednekolymsk,67.456,153.704,RU,2007,-8.505,12,4,-4.12,-12.889,8.769,0.945,52,High Northern (>=45°N)
Srednekolymsk,67.456,153.704,RU,2008,-10.071,12,4,-5.331,-14.811,9.48,0.945,52,High Northern (>=45°N)
Srednekolymsk,67.456,153.704,RU,2009,-10.065,12,4,-5.646,-14.484,8.838,0.945,53,High Northern (>=45°N)
Srednekolymsk,67.456,153.704,RU,2010,-9.305,12,4,-4.796,-13.813,9.018,0.945,52,High Northern (>=45°N)
Srednekolymsk,67.456,153.704,RU,2012,-9.343,12,4,-4.889,-13.797,8.908,0.945,52,High Northern (>=45°N)
Srednekolymsk,67.456,153.704,RU,2013,-10.633,12,4,-6.226,-15.041,8.815,0.945,52,High Northern (>=45°N)
Srednekolymsk,67.456,153.704,RU,2015,-10.204,12,4,-5.968,-14.849,8.473,0.945,52,High Northern (>=45°N)
Srednekolymsk,67.456,153.704,RU,2016,-8.377,12,4,-4.145,-12.609,8.464,0.945,52,High Northern (>=45°N)
Srednekolymsk,67.456,153.704,RU,2017,-9.202,12,4,-4.458,-13.947,9.488,0.945,52,High Northern (>=45°N)
Srednekolymsk,67.456,153.704,RU,2018,-9.937,12,4,-5.63,-14.245,8.615,0.945,52,High Northern (>=45°N)
Srednekolymsk,67.456,153.704,RU,2019,-9.061,12,4,-4.19,-13.932,9.742,0.945,52,High Northern (>=45°N)
Srednekolymsk,67.456,153.704,RU,2020,-9.307,12,4,-4.474,-14.139,9.665,0.945,53,High Northern (>=45°N)
Srednekolymsk,67.456,153.704,RU,2021,-11.104,12,4,-6.045,-16.164,10.119,0.945,52,High Northern (>=45°N)
